Hotel Name,Rating,Location,Price,Tax,City,Star,Mini Fridge,Wi-Fi,House Keeping,Seating Area,Parking,AC,Meals,Swimming Pool
Celesta,4.1,Baguiati ,"3,085",842,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HOTEL EASTERN PLAZA,3.3,Kaikhali ,"1,192",331,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Aura,3.6,New Market Area,"2,106",599,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Viceroy Kolkata (Boutique Hotel),3.8,Chinar Park ,"2,562",523,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Beyzaa Hotel & Suites (Brewery Hotel),4.2,Salt Lake City,"4,589",551,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The CORPORATE,3.4,Park Street ,"3,086",867,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Trimoorti,3.6,Bhowanipore,"1,488",476,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Bubble Beds,3.9,Kalighat ,597,161,Kolkata,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Opus Kolkata - A Boutique Hotel,3.9,Bhowanipore,"2,372",485,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Crest Inn,3.7,Park Circus,"1,260",382,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Golden Parkk,3.6,Park Street Area ,"3,767",770,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel The Crest,3.8,Park Circus,"1,328",384,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Park Victoria Hotel,3.4,New Market Area ,"1,507",308,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Samilton,4,Bhowanipore,"3,499",420,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Treebo Trend Orion Sapphire Beck Bagan,3.8,Park Street ,"2,540",530,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Eennra Oiitijhyya,4.4,Keyatala,"1,994",567,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"The Aster Heritage Homestay | Rooms & Caretaker
Like a 3",4.3,New Market Area ,"2,452",660,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Basera Guest House,4.1,Gariahat,"1,000",289,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
LYNQ-CICO - Hotel,3.8,Alipore,"2,372",576,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Lake Hotel,3.7,Dhakuria,"1,986",528,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"The Aster Heritage Gold
Like a 3",4.4,New Market Area ,"4,723","1,320",Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Treebo Tryst Tahoora International Park Street,3.7,Park Street ,"3,257",680,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Southern Plaza,3.8,Kalighat,"3,201",674,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
DIAMOND PLAZA,3.8,Bow Bazaar ,"1,850",438,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Lytton Hotel,3.6,New Market Area ,"3,004",711,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Dorota House | Room & Caretaker
Like a 3",4,Salt Lake City,"1,365",412,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel O2 VIP,3.9,Near Kolkata Airport ,"2,212",481,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Gateway Continental,3.8,Dum Dum ,"2,800",737,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Air View,4,Dum Dum ,"1,078",255,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Casa Fortuna,3.9,Park Street Area,"3,934",950,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Middleton Inn,3.5,Park Street ,"2,590",545,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Sawood International,3.6,Tangra,"2,122",560,Kolkata,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Radisson Hyderabad Hitec City,3.7,Gachibowli,"4,500",,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Park Hyderabad,3.7,Somajiguda,"5,699","1,284",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
ITC Kohenur - A Luxury Collection Hotel,4.3,Hitech City,"16,150",,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Fairfield by Marriott Hyderabad Gachibowli,3.9,Gachibowli,"4,004",818,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Radisson Blu Plaza Hotel,4.1,Banjara Hills,"7,250",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Lemon Tree Hotel Gachibowli,4,Gachibowli,"4,183","1,518",Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Red Fox Hotel Hyderabad,3.9,Hitech City,"2,654","1,050",Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Lemon Tree Hotel, Banjara Hills, Hyderabad",4.1,Banjara Hills,"2,571",933,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Taj Krishna, Hyderabad",4.5,Banjara Hills,"8,000",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Novotel Hyderabad Airport,3.9,Near Hyderabad Airport ,"12,999",,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rester Select Kukatpally,4,Kukatpally,"2,463",674,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Golkonda Hotel,4.1,Masab Tank,"5,499",660,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Trident Hyderabad,4.7,Hitech City,"14,250",,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ellaa Hotel Gachibowli,3.8,Gachibowli,"3,321",678,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Lemon Tree Premier HITEC City Hyderabad,4,Hitech City,"3,151","1,246",Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Siri Inn Hospitality | Rooms in an Apartment
Like a 3",3.6,Hitech City,"1,287",373,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
ibis Hyderabad HITEC City - An Accor Brand,3.8,Hitech City,"4,499",,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hyatt Place Hyderabad Banjara Hills,4.1,Banjara Hills,"7,249",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Vivanta Hyderabad, Begumpet",4.4,Begumpet,"6,500",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Zen Comfort,4,Gachibowli,"1,438",387,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hyderabad Marriott Hotel and Convention Centre,4.3,Kavadiguda,"6,500",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HOTEL SIGNATURE AIRPORT ZONE SHAMSHABAD,4.1,Shamshabad ,"2,217",571,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Daspalla Hotel,4.1,Jubilee Hills,"5,413","1,386",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Hotel OAK by Signature,4.2,Shamshabad ,"1,317",346,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Aditya Park Hyderabad - A Sarovar Hotel,4,Ameerpet,"6,111","1,248",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Park Hyatt Hotel and Residences, Hyderabad",4.2,Sri Nagar Colony,"10,000",,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Marigold By Green Park,4.3,Ameerpet,"5,714","1,485",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Hotel Hyderabad Grand,3.8,Shamshabad ,"3,028",756,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Green Park,4.2,Ameerpet,"5,122","1,267",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Central Court,3.6,Lakdikapul,"2,041",566,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Holiday Inn Express Hyderabad HITEC City,3.5,Hitech City,"4,499",,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Slackpackr Hostel,4.1,Begumpet,849,237,Hyderabad,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Holiday Inn Express Hyderabad Banjara Hills,3.5,Punjagutta,"4,140",540,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CITADEL Hotel By Vinnca,4.1,Gaghan Pahad,"2,932",802,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Aditya Hometel Hyderabad - A Sarovar Hotel,3.5,Ameerpet,"1,860",380,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Deccan Serai Grande,4.4,Gachibowli,"7,014","2,297",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Katriya Hotel and Towers,2.8,Somajiguda,"3,761",451,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Saptagiri Hyderabad,3.8,Shivaji Nagar ,"2,724",614,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hampshire Plaza Hotel,3.8,Lakdikapul,"3,379",891,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Taj Deccan, Hyderabad",4.4,Banjara Hills,"6,990",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Avasa Hotel,4.2,Madhapur,"6,696","1,368",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Hotel Akoya - HITECH City Hyderabad,4.1,Hitech City,"2,471",681,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
MARIGOLD AT NEST,3.8,Gachibowli,"1,346",307,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
HOTEL RAINTR33,3.8,Hitech City,"2,011",550,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Urban Nest Luxury Rooms,3.9,Kokapet,"1,046",357,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Novotel Hyderabad Convention Centre,4.2,Hitech City,"10,500",,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Hotel B Plus L,4,Hitech City,"3,360",795,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
La Hometel Hotel - HITECH City Hyderabad,3.9,Hitech City,"1,435",387,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Le Meridien Hyderabad,4.3,Gachibowli,"10,500",,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Restel Studio Flats
Like a 3",4.2,Borabanda,"1,801",504,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Conclave,3.2,Gachibowli,"1,613",497,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Landmark Banjara Hills,4,Banjara Hills,"1,696",437,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
THE CENT,3.3,Lakdikapul,"1,662",389,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Courtyard by Marriott Hyderabad,4.5,Kavadiguda,"6,000",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"The Wilderness Retreat | Rooms & Restaurant
Like a 4",3.9,Gandipet,"7,346","2,197",Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Altruist Business Hotel (Hitech),3.7,Shilpa Hills,"4,278","1,028",Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Istay Hotels Hitec,3.7,Kondapur,"2,913",613,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hyatt Hyderabad Gachibowli,4.1,Gachibowli,"8,750",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Art Boutique Hotel,3.8,Gachibowli,"2,197",677,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Imperial Classic,3.9,Himayat Nagar,"1,068",315,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Mercure Hyderabad KCP - An AccorHotels brand,4.2,Punjagutta,"5,000",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Veeraj Suites,4,Rai Durg,"2,170",599,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Bloom Hotel - Gachibowli,4.1,Gachibowli,"4,500",,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Oakwood Residence Kapil Hyderabad,4.5,Gachibowli,"7,500",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Aalankrita Resort & Convention,4.1,Secunderabad ,"4,484",916,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Minerva Grand- Kondapur,3.9,Kothaguda,"4,371",893,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
M SQUARE HOTEL,3.9,Hitech City,"4,395",898,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Sri Sri Suites,3.4,Madhapur,"1,208",330,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Manohar,2.7,Begumpet,"3,158",645,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Lime Boutique Suites,4.1,Gachibowli,"2,976",608,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Taj Tristar,3.9,Secunderabad ,"2,271",494,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Minerva Grand - Banjara,4,Banjara Hills,"4,464",912,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Sheraton Hyderabad,4.3,Gachibowli,"1,25,000",,Hyderabad,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ITC Kakatiya - A Luxury Collection Hotel,4.2,Begumpet,"9,690",,Hyderabad,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Bikanervala Boutique Hotel,4.1,Banjara Hills,"3,488",713,Hyderabad,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Country Inn and Suites by Radisson, Sahibabad",4.2,In Ghaziabad ,"6,249",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Radisson Blu Kaushambi Delhi NCR,4,In Ghaziabad ,"5,039",605,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Ashok,3.8,Chanakyapuri ,"6,288",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Pride Plaza Hotel Aerocity New Delhi,4,Aerocity ,"6,499",780,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Golden Tulip Vasundhara Hotel & Suites, Delhi NCR",3.9,In Ghaziabad ,"3,386",871,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Welcomhotel by ITC Hotels, Dwarka, New Delhi",4,Sector 10 Dwarka,"6,223",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Holiday Inn New Delhi International Airport,4.2,Aerocity ,"6,999",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Novotel New Delhi International Airport- An Accor hotels brand,4.1,Aerocity ,"7,250",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Suryaa New Delhi,4.1,New Friends Colony,"5,348","1,092",Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Hosteller Delhi | Private Rooms & Dorms,4.3,New Friends Colony,"2,228",503,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The LaLiT New Delhi,4.1,Connaught Place,"9,040","2,430",Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Radisson Blu Plaza Delhi Airport,4.3,Mahipalpur ,"4,500",765,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Roseate House New Delhi,4.4,Aerocity ,"9,649","1,737",Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Lemon Tree Hotel East Delhi Mall Kaushambi,3.9,In Ghaziabad ,"2,073",752,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
YWCA OF DELHI BLUE TRIANGLE FAMILY HOSTEL,3.9,Connaught Place ,"2,620",770,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Trans International,4.2,Mahipalpur ,"2,274",465,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Leela Ambience Convention Hotel Delhi,4.4,East Delhi,"7,499",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Jaypee Vasant Continental Hotel,4,Vasant Vihar ,"5,999",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
YWCA INTERNATIONAL GUEST HOUSE,3.8,Connaught Place ,"2,408",648,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Holiday Inn New Delhi Mayur Vihar,4.1,East Delhi,"6,249",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Lemon Tree Premier Delhi Airport,3.9,Aerocity ,"4,464","1,478",Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Radisson Blu Marina Hotel Connaught Place,3.8,Connaught Place,"8,000",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Metropolitan Hotel and Spa,4.1,Connaught Place,"7,500",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Grand New Delhi,3.8,Vasant Kunj ,"12,899","2,322",Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Crowne Plaza Mayur Vihar,4.3,East Delhi,"8,649",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Hotel Smart Plaza,4.3,Mahipalpur ,"1,525",423,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Aero Star,4.3,Mahipalpur ,"2,472",505,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Golden Bliss Near IGI Airport Mahipalpur,3,Mahipalpur ,"2,794",811,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel International Inn,4.1,Mahipalpur ,"2,199",537,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Park New Delhi,3.5,Connaught Place ,"7,905","2,125",Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
ibis New Delhi Aerocity - An Accor Brand,3.7,Aerocity ,"5,100",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
goSTOPS Delhi - Rooms & Dorms,4.2,Chandni Chowk ,"1,481",384,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel The Royal Plaza,3.4,Connaught Place ,"7,379",885,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Taj Mahal, New Delhi",4.5,Man Singh Road Area ,"12,000",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Hotel Shanti Palace (Mahipalpur),3.7,Mahipalpur ,"2,604",532,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Aloft New Delhi Aerocity,4.2,Aerocity ,"6,950",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Radisson Blu Hotel New Delhi Dwarka,3.7,Sector 13 Dwarka,"5,953",714,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Hotel Star,4.3,Mahipalpur ,"2,472",505,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Pullman New Delhi International Airport- An Accor Luxury Brand,4.3,Aerocity ,"10,500",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Hotel Aman Continental @ Paharganj,4.3,Paharganj ,"2,045",620,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Taj Palace, New Delhi",4.5,Chanakyapuri ,"11,500",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Red Fox Hotel Delhi Airport,3.9,Aerocity ,"2,903","1,054",Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Vivanta New Delhi, Dwarka",4.3,Sector 21 Dwarka,"7,100",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Gold Regency @ Paharganj,4.3,Paharganj ,"2,044",620,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Red Brick | Home by Earthaa Escapes
Like a 3",4.2,Malviya Nagar,"2,548",696,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
JW Marriott Hotel New Delhi Aerocity,4.5,Aerocity ,"12,800",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Crowne Plaza Rohini,4.3,Rohini,"6,498",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Park Plaza, Shahdara",3.7,East Delhi,"3,825",,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Andaz Delhi - A concept by Hyatt,4.3,Aerocity ,"11,000",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Homestay AC Dormitory at Kashmiri Gate,3.9,North Delhi,735,229,Delhi,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zone Connect Saket Delhi,3.9,Saket,"5,900","1,205",Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Crowne Plaza Okhla,4.3,Okhla Industrial Area,"6,300",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Taurus Sarovar Portico,3.1,Mahipalpur ,"2,976",608,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Leela Palace New Delhi,4.5,Chanakyapuri ,"17,000",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Shangri-La Eros New Delhi,4.4,Connaught Place ,"12,500",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sheraton New Delhi,4.5,Saket,"9,500",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Hyatt Centric Janakpuri, New Delhi",3.6,Janakpuri,"5,599",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
ITC Maurya - A Luxury Collection Hotel,4.3,Chanakyapuri ,"11,000",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Le Meridien Delhi,4.2,Connaught Place ,"12,150",,Delhi,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Eros Hotel New Delhi ,Nehru Place",4,Near Nehru Place,"4,999",,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Jaypee Siddharth Hotel,3.7,Pusa road ,"6,299",,Delhi,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Hotel Vertu,4,Mahipalpur ,"2,525",631,Delhi,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
